Year,Host,Team,Goals_Scored,Goals_Conceded,Goal_Differential,Points,Is_Host
1986,Mexico,Spain,0,1,-1,0,False
1986,Mexico,Canada,0,1,-1,0,False
1986,Mexico,Bulgaria,1,1,0,1,False
1982,Spain,Italy,3,1,2,3,False
1982,Spain,Poland,3,2,1,3,False
1982,Spain,Poland,0,2,-2,0,False
1982,Spain,Germany,3,3,0,1,False
1982,Spain,Italy,3,2,1,3,False
1982,Spain,Spain,0,0,0,1,True
1982,Spain,France,4,1,3,3,False
1982,Spain,Poland,0,0,0,1,False
1982,Spain,Argentina,1,3,-2,0,False
1982,Spain,Germany,2,1,1,3,False
1982,Spain,Austria,2,2,0,1,False
1982,Spain,Belgium,0,1,-1,0,False
1982,Spain,Italy,2,1,1,3,False
1982,Spain,Germany,0,0,0,1,False
1982,Spain,Austria,0,1,-1,0,False
1982,Spain,Poland,3,0,3,3,False
1982,Spain,England,1,0,1,3,False
1982,Spain,Germany,1,0,1,3,False
1982,Spain,Northern Ireland,1,0,1,3,False
1982,Spain,France,1,1,0,1,False
1982,Spain,Algeria,3,2,1,3,False
1982,Spain,Honduras,0,1,-1,0,False
1982,Spain,Italy,1,1,0,1,False
1982,Spain,Argentina,2,0,2,3,False
1982,Spain,Brazil,4,0,4,3,False
1982,Spain,Poland,5,1,4,3,False
1982,Spain,Belgium,1,1,0,1,False
1982,Spain,Russia,2,2,0,1,False
1982,Spain,Algeria,0,2,-2,0,False
1982,Spain,France,4,1,3,3,False
1982,Spain,Honduras,1,1,0,1,False
1982,Spain,Germany,4,1,3,3,False
1982,Spain,England,2,0,2,3,False
1982,Spain,Spain,2,1,1,3,True
1982,Spain,Poland,0,0,0,1,False
1982,Spain,Russia,3,0,3,3,False
1982,Spain,Belgium,1,0,1,3,False
1982,Spain,Italy,1,1,0,1,False
1982,Spain,Brazil,4,1,3,3,False
1982,Spain,Argentina,4,1,3,3,False
1982,Spain,Chile,0,1,-1,0,False
1982,Spain,Czech Republic,1,1,0,1,False
1982,Spain,Yugoslavia,0,0,0,1,False
1982,Spain,England,3,1,2,3,False
1982,Spain,Germany,1,2,-1,0,False
1982,Spain,Spain,1,1,0,1,True
1982,Spain,Peru,0,0,0,1,False
1982,Spain,Hungary,10,1,9,3,False
1982,Spain,Scotland,5,2,3,3,False
1982,Spain,Italy,0,0,0,1,False
1982,Spain,Brazil,2,1,1,3,False
1982,Spain,Argentina,0,1,-1,0,False
1978,Argentina,Argentina,3,1,2,3,True
1978,Argentina,Brazil,2,1,1,3,False
1978,Argentina,Netherlands,2,1,1,3,False
1978,Argentina,Austria,3,2,1,3,False
1978,Argentina,Brazil,3,1,2,3,False
1978,Argentina,Argentina,6,0,6,3,True
1978,Argentina,Poland,1,0,1,3,False
1978,Argentina,Germany,2,2,0,1,False
1978,Argentina,Italy,1,0,1,3,False
1978,Argentina,Argentina,0,0,0,1,True
1978,Argentina,Netherlands,5,1,4,3,False
1978,Argentina,Germany,0,0,0,1,False
1978,Argentina,Brazil,3,0,3,3,False
1978,Argentina,Argentina,2,0,2,3,True
1978,Argentina,Brazil,1,0,1,3,False
1978,Argentina,Spain,1,0,1,3,False
1978,Argentina,Peru,4,1,3,3,False
1978,Argentina,Scotland,3,2,1,3,False
1978,Argentina,France,3,1,2,3,False
1978,Argentina,Poland,3,1,2,3,False
1978,Argentina,Germany,0,0,0,1,False
1978,Argentina,Italy,1,0,1,3,False
1978,Argentina,Austria,1,0,1,3,False
1978,Argentina,Brazil,0,0,0,1,False
1978,Argentina,Netherlands,0,0,0,1,False
1978,Argentina,Scotland,1,1,0,1,False
1978,Argentina,Italy,3,1,2,3,False
1978,Argentina,Germany,6,0,6,3,False
1978,Argentina,Poland,1,0,1,3,False
1978,Argentina,Argentina,2,1,1,3,True
1978,Argentina,Sweden,1,1,0,1,False
1978,Argentina,Austria,2,1,1,3,False
1978,Argentina,Peru,3,1,2,3,False
1978,Argentina,Netherlands,3,0,3,3,False
1978,Argentina,Italy,2,1,1,3,False
1978,Argentina,Tunisia,3,1,2,3,False
1978,Argentina,Argentina,2,1,1,3,True
1978,Argentina,Germany,0,0,0,1,False
1974,Germany,Netherlands,1,2,-1,0,False
1974,Germany,Brazil,0,1,-1,0,False
1974,Germany,Poland,0,1,-1,0,False
1974,Germany,Netherlands,2,0,2,3,False
1974,Germany,Argentina,1,1,0,1,False
1974,Germany,Sweden,2,1,1,3,False
1974,Germany,Poland,2,1,1,3,False
1974,Germany,Argentina,1,2,-1,0,False
1974,Germany,Germany DR,0,2,-2,0,False
1974,Germany,Germany,4,2,2,3,True
1974,Germany,Yugoslavia,0,2,-2,0,False
1974,Germany,Brazil,1,0,1,3,False
1974,Germany,Sweden,0,1,-1,0,False
1974,Germany,Netherlands,4,0,4,3,False
1974,Germany,Bulgaria,1,4,-3,0,False
1974,Germany,Poland,2,1,1,3,False
1974,Germany,Sweden,3,0,3,3,False
1974,Germany,Argentina,4,1,3,3,False
1974,Germany,Scotland,1,1,0,1,False
1974,Germany,Australia,0,0,0,1,False
1974,Germany,Zaire,0,3,-3,0,False
1974,Germany,Germany DR,1,0,1,3,False
1974,Germany,Haiti,0,7,-7,0,False
1974,Germany,Bulgaria,1,1,0,1,False
1974,Germany,Netherlands,0,0,0,1,False
1974,Germany,Argentina,1,1,0,1,False
1974,Germany,Australia,0,3,-3,0,False
1974,Germany,Yugoslavia,9,0,9,3,False
1974,Germany,Chile,1,1,0,1,False
1974,Germany,Scotland,0,0,0,1,False
1974,Germany,Uruguay,0,2,-2,0,False
1974,Germany,Sweden,0,0,0,1,False
1974,Germany,Italy,3,1,2,3,False
1974,Germany,Poland,3,2,1,3,False
1974,Germany,Germany,1,0,1,3,True
1974,Germany,Germany DR,2,0,2,3,False
1974,Germany,Zaire,0,2,-2,0,False
1974,Germany,Brazil,0,0,0,1,False
1970,Mexico,Brazil,4,1,3,3,False
1970,Mexico,Germany,1,0,1,3,False
1970,Mexico,Italy,4,3,1,3,False
1970,Mexico,Brazil,3,1,2,3,False
1970,Mexico,Brazil,4,2,2,3,False
1970,Mexico,Italy,4,1,3,3,False
1970,Mexico,Uruguay,1,0,1,3,False
1970,Mexico,Germany,3,2,1,3,False
1970,Mexico,Mexico,1,0,1,3,True
1970,Mexico,Italy,0,0,0,1,False
1970,Mexico,Bulgaria,1,1,0,1,False
1970,Mexico,England,1,0,1,3,False
1970,Mexico,Germany,3,1,2,3,False
1970,Mexico,Brazil,3,2,1,3,False
1970,Mexico,Sweden,1,0,1,3,False
1970,Mexico,Russia,2,0,2,3,False
1970,Mexico,Mexico,4,0,4,3,True
1970,Mexico,Brazil,1,0,1,3,False
1970,Mexico,Germany,5,2,3,3,False
1970,Mexico,Sweden,1,1,0,1,False
1970,Mexico,Romania,2,1,1,3,False
1970,Mexico,Uruguay,0,0,0,1,False
1970,Mexico,Russia,4,1,3,3,False
1970,Mexico,Peru,3,0,3,3,False
1970,Mexico,Belgium,3,0,3,3,False
1970,Mexico,Brazil,4,1,3,3,False
1970,Mexico,Italy,1,0,1,3,False
1970,Mexico,Germany,2,1,1,3,False
1970,Mexico,England,1,0,1,3,False
1970,Mexico,Peru,3,2,1,3,False
1970,Mexico,Uruguay,2,0,2,3,False
1970,Mexico,Mexico,0,0,0,1,True
1966,England,England,4,2,2,3,True
1966,England,Portugal,2,1,1,3,False
1966,England,England,2,1,1,3,True
1966,England,Germany,2,1,1,3,False
1966,England,Portugal,5,3,2,3,False
1966,England,England,1,0,1,3,True
1966,England,Russia,2,1,1,3,False
1966,England,Germany,4,0,4,3,False
1966,England,England,2,0,2,3,True
1966,England,Hungary,3,1,2,3,False
1966,England,Germany,2,1,1,3,False
1966,England,Russia,2,1,1,3,False
1966,England,Uruguay,0,0,0,1,False
1966,England,Argentina,2,0,2,3,False
1966,England,Portugal,3,1,2,3,False
1966,England,Korea DPR,1,0,1,3,False
1966,England,Germany,0,0,0,1,False
1966,England,Russia,1,0,1,3,False
1966,England,Portugal,3,0,3,3,False
1966,England,England,2,0,2,3,True
1966,England,Spain,2,1,1,3,False
1966,England,Uruguay,2,1,1,3,False
1966,England,Hungary,3,1,2,3,False
1966,England,Korea DPR,1,1,0,1,False
1966,England,Argentina,2,1,1,3,False
1966,England,France,1,1,0,1,False
1966,England,Italy,2,0,2,3,False
1966,England,Portugal,3,1,2,3,False
1966,England,Brazil,2,0,2,3,False
1966,England,Russia,3,0,3,3,False
1966,England,Germany,5,0,5,3,False
1966,England,England,0,0,0,1,True
1962,Chile,Brazil,3,1,2,3,False
1962,Chile,Chile,1,0,1,3,True
1962,Chile,Brazil,4,2,2,3,False
1962,Chile,Czech Republic,3,1,2,3,False
1962,Chile,Chile,2,1,1,3,True
1962,Chile,Brazil,3,1,2,3,False
1962,Chile,Czech Republic,1,0,1,3,False
1962,Chile,Yugoslavia,1,0,1,3,False
1962,Chile,England,0,0,0,1,False
